"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Shimabukuro Y.E.; Arai E.; Duarte V.; Jorge A.; Santos E.G.D.; Gasparini K.A.C.; Dutra A.C.","Shimabukuro, Yosio Edemir (7006392180); Arai, Egidio (14821958500); Duarte, Valdete (6603669569); Jorge, Anderson (57200603113); Santos, Erone Ghizoni dos (57208485865); Gasparini, Kaio Allan Cruz (55877900400); Dutra, Andeise Cerqueira (57208478400)","7006392180; 14821958500; 6603669569; 57200603113; 57208485865; 55877900400; 57208478400","Monitoring deforestation and forest degradation using multi-temporal fraction images derived from Landsat sensor data in the Brazilian Amazon","2019","International Journal of Remote Sensing","40","14","","5475","5496","21","36","10.1080/01431161.2019.1579943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064930641&doi=10.1080%2f01431161.2019.1579943&partnerID=40&md5=be533af86cb664fc9720819a5582dd1c","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85064930641"
"Sealey L.L.; Van Rees K.C.J.","Sealey, Landon L. (57204247907); Van Rees, Ken C.J. (7003625138)","57204247907; 7003625138","Influence of skidder traffic on soil bulk density, aspen regeneration, and vegetation indices following winter harvesting in the Duck Mountain Provincial Park, SK","2019","Forest Ecology and Management","437","","","59","69","10","13","10.1016/j.foreco.2019.01.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060648805&doi=10.1016%2fj.foreco.2019.01.017&partnerID=40&md5=d59c2fdfde869643be7bfce1ff48b29c","Article","Final","","Scopus","2-s2.0-85060648805"
"Suhardi; Sapsal M.T.; Sjahrir R.","Suhardi (57202443954); Sapsal, M.T. (57200306629); Sjahrir, R. (57207469476)","57202443954; 57200306629; 57207469476","Development of light intensity data acquisition system to identify the suitability of soil conservation plants under the stand of Cocoa trees","2019","IOP Conference Series: Earth and Environmental Science","235","1","012090","","","","2","10.1088/1755-1315/235/1/012090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062544169&doi=10.1088%2f1755-1315%2f235%2f1%2f012090&partnerID=40&md5=174b74e00f4278c256b22a8fb652f64e","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85062544169"
"Cameron C.; Hutley L.B.; Friess D.A.; Munksgaard N.C.","Cameron, Clint (57195461517); Hutley, Lindsay B. (6603665346); Friess, Daniel A. (52263575800); Munksgaard, Niels C. (6701509222)","57195461517; 6603665346; 52263575800; 6701509222","Hydroperiod, soil moisture and bioturbation are critical drivers of greenhouse gas fluxes and vary as a function of landuse change in mangroves of Sulawesi, Indonesia","2019","Science of the Total Environment","654","","","365","377","12","54","10.1016/j.scitotenv.2018.11.092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056477538&doi=10.1016%2fj.scitotenv.2018.11.092&partnerID=40&md5=5b132ddadb2c0a04523475a246796d16","Article","Final","","Scopus","2-s2.0-85056477538"
"Prince M.; Roy A.; Royer A.; Langlois A.","Prince, Michael (57204778786); Roy, Alexandre (55465944900); Royer, Alain (7006646563); Langlois, Alexandre (56355463900)","57204778786; 55465944900; 7006646563; 56355463900","Timing and spatial variability of fall soil freezing in boreal forest and its effect on SMAP L-band radiometer measurements","2019","Remote Sensing of Environment","231","","111230","","","","9","10.1016/j.rse.2019.111230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067494142&doi=10.1016%2fj.rse.2019.111230&partnerID=40&md5=98a1aa2ff221cd12c5897fa4d62efb52","Article","Final","","Scopus","2-s2.0-85067494142"
"Putiamini S.; Marpaung F.; Fernando D.","Putiamini, S. (57202967366); Marpaung, F. (56505349400); Fernando, D. (57202971667)","57202967366; 56505349400; 57202971667","Estimation of Peatland Distribution Using Ratio Dual-pol from Sentinel-1A","2019","IOP Conference Series: Earth and Environmental Science","280","1","012012","","","","2","10.1088/1755-1315/280/1/012012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071882558&doi=10.1088%2f1755-1315%2f280%2f1%2f012012&partnerID=40&md5=83059833659f9fb0500b03278698155c","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85071882558"
"Alberton B.; Torres R.S.; Silva T.S.F.; da Rocha H.R.; Moura M.S.B.; Morellato L.P.C.","Alberton, Bruna (55587949400); Torres, Ricardo da Silva (56385629000); Silva, Thiago Sanna Freire (23994716100); da Rocha, Humberto R. (6602159587); Moura, Magna S.B. (23984568700); Morellato, Leonor Patricia Cerdeira (6603288856)","55587949400; 56385629000; 23994716100; 6602159587; 23984568700; 6603288856","Leafing patterns and drivers across seasonally dry tropical communities","2019","Remote Sensing","11","19","2267","","","","31","10.3390/rs11192267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073408575&doi=10.3390%2frs11192267&partnerID=40&md5=78261ca69ae7e08252034a4e837d1f42","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85073408575"
"Castiglione P.; Campbell G.S.; Parker A.; Silva A.","Castiglione, Paolo (6701432659); Campbell, Gaylon S. (7401889773); Parker, Aaron (57212271623); Silva, Agnelo (34067851800)","6701432659; 7401889773; 57212271623; 34067851800","A complex dielectric sensor for measurement of water content and salinity in porous media","2019","2019 IEEE International Workshop on Metrology for Agriculture and Forestry, MetroAgriFor 2019 - Proceedings","","","8909271","280","285","5","0","10.1109/MetroAgriFor.2019.8909271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076364054&doi=10.1109%2fMetroAgriFor.2019.8909271&partnerID=40&md5=1f9cbbf078c861020500e4c9ed1be6fe","Conference paper","Final","","Scopus","2-s2.0-85076364054"
"Shah S.H.; Angel Y.; Houborg R.; Ali S.; McCabe M.F.","Shah, Syed Haleem (56167843300); Angel, Yoseline (57193134140); Houborg, Rasmus (55887377500); Ali, Shawkat (7403094107); McCabe, Matthew F. (7202748891)","56167843300; 57193134140; 55887377500; 7403094107; 7202748891","A random forest machine learning approach for the retrieval of leaf chlorophyll content in wheat","2019","Remote Sensing","11","8","920","","","","160","10.3390/rs11080963","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065012214&doi=10.3390%2frs11080963&partnerID=40&md5=56792cdf4a8093487cf70d9e8425ed43","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85065012214"
"Shao B.-H.; Lo N.-C.; Huang K.-Y.","Shao, Bao-Hua (57210917546); Lo, Nan-Chang (55349052800); Huang, Kai-Yi (7403188113)","57210917546; 55349052800; 7403188113","Predicting the Spatial Patterns of Red Cypress Inversely from Positive Effects of Topographic Obstacles on Fir","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8898607","6629","6631","2","1","10.1109/IGARSS.2019.8898607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077722090&doi=10.1109%2fIGARSS.2019.8898607&partnerID=40&md5=a954081c9e121b75db395dcaefb7a076","Conference paper","Final","","Scopus","2-s2.0-85077722090"
"He W.; Jiang F.; Ju W.; Nguyen T.N.; Fang M.; He Q.; Zhang C.","He, Wei (57193687175); Jiang, Fei (13403147100); Ju, Weimin (21834043400); Nguyen, Tu Ngoc (57213193513); Fang, Meihong (58415322800); He, Qiaoning (57200232333); Zhang, Chunhua (57758434100)","57193687175; 13403147100; 21834043400; 57213193513; 58415322800; 57200232333; 57758434100","Ensemble Satellite Land Products Deepen the Interpretation of Drought Impacts on Terrestrial Carbon Cycle in Europe over 2001-2015","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8898928","9273","9276","3","4","10.1109/IGARSS.2019.8898928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077679021&doi=10.1109%2fIGARSS.2019.8898928&partnerID=40&md5=884d44e09f3a5f6bb50b7f720b1c2148","Conference paper","Final","","Scopus","2-s2.0-85077679021"
"Yoshihara T.; Kurita K.; Matsumura H.; Yoschenko V.; Kawachi N.; Hashida S.-N.; Konoplev A.; Yoshida H.","Yoshihara, Toshihiro (57210975234); Kurita, Keisuke (57204667060); Matsumura, Hideyuki (15843501400); Yoschenko, Vasyl (6506655585); Kawachi, Naoki (8837886200); Hashida, Shin-Nosuke (7006275663); Konoplev, Alexei (16689494800); Yoshida, Hirohisa (7408719896)","57210975234; 57204667060; 15843501400; 6506655585; 8837886200; 7006275663; 16689494800; 7408719896","Assessment of gamma radiation from a limited area of forest floor using a cumulative personal dosimeter","2019","Journal of Environmental Radioactivity","204","","","95","103","8","5","10.1016/j.jenvrad.2019.03.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064215255&doi=10.1016%2fj.jenvrad.2019.03.023&partnerID=40&md5=684eeb46f3fb8b1907a62772fd3bc2b7","Article","Final","","Scopus","2-s2.0-85064215255"
"Wang L.; Quan X.; He B.; Yebra M.; Xing M.; Liu X.","Wang, Long (57207949573); Quan, Xingwen (55567239000); He, Binbin (12753475500); Yebra, Marta (23480942700); Xing, Minfeng (50662341900); Liu, Xiangzhuo (57219245460)","57207949573; 55567239000; 12753475500; 23480942700; 50662341900; 57219245460","Assessment of the dual polarimetric Sentinel-1A data for forest fuel moisture content estimation","2019","Remote Sensing","11","13","1568","","","","50","10.3390/rs11131568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068518993&doi=10.3390%2frs11131568&partnerID=40&md5=f995954b1a4b9d62debfa5004c5b6063","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85068518993"
"Zhu X.; Wang X.; Yan D.; Liu Z.; Zhou Y.","Zhu, Xinming (57203852573); Wang, Xuhong (23971729700); Yan, Dajiang (57204176982); Liu, Zhuang (57204721037); Zhou, Yongfang (57204729437)","57203852573; 23971729700; 57204176982; 57204721037; 57204729437","Analysis of remotely-sensed ecological indexes' influence on urban thermal environment dynamic using an integrated ecological index: a case study of Xi’an, China","2019","International Journal of Remote Sensing","40","9","","3421","3447","26","53","10.1080/01431161.2018.1547448","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057548751&doi=10.1080%2f01431161.2018.1547448&partnerID=40&md5=416589a2efe0003a8912bf2c483198a8","Article","Final","","Scopus","2-s2.0-85057548751"
"Gülci S.; Şireli S.","Gülci, Sercan (55957722700); Şireli, Seçkin (58480908100)","55957722700; 58480908100","The Evaluation of SfM Technique in the Determination of Surface Deformation on Skidding Roads Following Timber Harvesting","2019","European Journal of Forest Engineering","5","2","","52","60","8","4","10.33904/EJFE.600860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144019584&doi=10.33904%2fEJFE.600860&partnerID=40&md5=6d095aa8b03017eab17470169dff282a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85144019584"
"Veettil B.K.; Ward R.D.; Quang N.X.; Trang N.T.T.; Giang T.H.","Veettil, Bijeesh Kozhikkodan (55817951200); Ward, Raymond D. (55353033700); Quang, Ngo Xuan (55576323400); Trang, Ngo Thi Thu (57205301965); Giang, Tran Hoai (57205304303)","55817951200; 55353033700; 55576323400; 57205301965; 57205304303","Mangroves of Vietnam: Historical development, current state of research and future threats","2019","Estuarine, Coastal and Shelf Science","218","","","212","236","24","114","10.1016/j.ecss.2018.12.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059458602&doi=10.1016%2fj.ecss.2018.12.021&partnerID=40&md5=787451683627c06f8af3a205009d00fc","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85059458602"
"Monsiváis-Huertero A.; Hernández-Sánchez J.C.; Constantino-Recillas D.E.; Jiménez-Escalona J.C.","Monsiváis-Huertero, Alejandro (23493032200); Hernández-Sánchez, Juan Carlos (57192700997); Constantino-Recillas, Daniel Enrique (57208224510); Jiménez-Escalona, José Carlos (36646142100)","23493032200; 57192700997; 57208224510; 36646142100","High-resolution soil moisture estimates using C- And L-band active passive observations and the TheX-MEX’15 dataset","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","2019-July","","8900310","7089","7092","3","0","10.1109/IGARSS.2019.8900310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113902235&doi=10.1109%2fIGARSS.2019.8900310&partnerID=40&md5=d59d318ec54d5a0e28fdb55655fa705c","Conference paper","Final","","Scopus","2-s2.0-85113902235"
"Jamsran B.-E.; Lin C.; Byambakhuu I.; Raash J.; Akhmadi K.","Jamsran, Buyan-Erdene (57203284645); Lin, Chinsu (8324596700); Byambakhuu, Ishgaldan (36093893000); Raash, Jamsran (57203285281); Akhmadi, Khaulenbek (57194726529)","57203284645; 8324596700; 36093893000; 57203285281; 57194726529","Applying a support vector model to assess land cover changes in the Uvs Lake Basin ecoregion in Mongolia","2019","Information Processing in Agriculture","6","1","","158","169","11","17","10.1016/j.inpa.2018.07.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051102969&doi=10.1016%2fj.inpa.2018.07.007&partnerID=40&md5=5fcafdff8d4f15a45f6a0204f4057d2c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85051102969"
"Mohieddinne H.; Brasseur B.; Spicher F.; Gallet-Moron E.; Buridant J.; Kobaissi A.; Horen H.","Mohieddinne, Hamza (57210160956); Brasseur, Boris (36467927500); Spicher, Fabien (36708874500); Gallet-Moron, Emilie (47561557800); Buridant, Jérôme (16038898600); Kobaissi, Ahmad (6504322055); Horen, Hélène (6507145613)","57210160956; 36467927500; 36708874500; 47561557800; 16038898600; 6504322055; 6507145613","Physical recovery of forest soil after compaction by heavy machines, revealed by penetration resistance over multiple decades","2019","Forest Ecology and Management","449","","117472","","","","61","10.1016/j.foreco.2019.117472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069650177&doi=10.1016%2fj.foreco.2019.117472&partnerID=40&md5=fc9e63bc82d557235b81804f4dbf61b8","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85069650177"
"Kaptein N.D.; Savage M.J.; Light M.E.","Kaptein, Nkosinathi D (57202582883); Savage, Michael J (7202386845); Light, Marnie E (7102544132)","57202582883; 7202386845; 7102544132","An irrigation control system with a web-based interface for the management of Eucalyptus planting stock in a nursery","2019","Southern Forests","81","1","","31","37","6","3","10.2989/20702620.2018.1479922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048742861&doi=10.2989%2f20702620.2018.1479922&partnerID=40&md5=f815b899015187bca1f2158b5c9d3808","Article","Final","","Scopus","2-s2.0-85048742861"
"Dyer J.M.","Dyer, James M. (7202228523)","7202228523","A GIS-based water balance approach using a lidar-derived DEM captures fine-scale vegetation patterns","2019","Remote Sensing","11","20","2385","","","","7","10.3390/rs11202385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074206783&doi=10.3390%2frs11202385&partnerID=40&md5=8ae3c64eb648dd25756db93c165ed39b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85074206783"
"Birhanu A.; Masih I.; van der Zaag P.; Nyssen J.; Cai X.","Birhanu, A. (57205350521); Masih, I. (22958023100); van der Zaag, P. (56729222000); Nyssen, J. (6701792279); Cai, X. (15838977800)","57205350521; 22958023100; 56729222000; 6701792279; 15838977800","Impacts of land use and land cover changes on hydrology of the Gumara catchment, Ethiopia","2019","Physics and Chemistry of the Earth","112","","","165","174","9","68","10.1016/j.pce.2019.01.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059677930&doi=10.1016%2fj.pce.2019.01.006&partnerID=40&md5=41c22d69f1755091b3db4e1a6cf564e7","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85059677930"
"Hosseinalizadeh M.; Kariminejad N.; Chen W.; Pourghasemi H.R.; Alinejad M.; Mohammadian Behbahani A.; Tiefenbacher J.P.","Hosseinalizadeh, Mohsen (55022676100); Kariminejad, Narges (57201980350); Chen, Wei (57192207628); Pourghasemi, Hamid Reza (55253664900); Alinejad, Mohammad (55350342700); Mohammadian Behbahani, Ali (57193522618); Tiefenbacher, John P. (6602615383)","55022676100; 57201980350; 57192207628; 55253664900; 55350342700; 57193522618; 6602615383","Gully headcut susceptibility modeling using functional trees, naïve Bayes tree, and random forest models","2019","Geoderma","342","","","1","11","10","98","10.1016/j.geoderma.2019.01.050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061182814&doi=10.1016%2fj.geoderma.2019.01.050&partnerID=40&md5=6ba75db92ffec94cfd5dd076b8170979","Article","Final","","Scopus","2-s2.0-85061182814"
"Gilliam F.S.","Gilliam, Frank S. (7005861331)","7005861331","Excess nitrogen in temperate forest ecosystems decreases herbaceous layer diversity and shifts control from soil to canopy structure","2019","Forests","10","1","66","","","","22","10.3390/f10010066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060018274&doi=10.3390%2ff10010066&partnerID=40&md5=aff704e6d37744e0cec51fc233716b17","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85060018274"
"Vulova S.; Kuhlemann L.-M.; Tetzlaff D.; Soulsby C.; Kleinschmit B.","Vulova, Stenka (57210959056); Kuhlemann, Lena-Marie (57211522446); Tetzlaff, Doerthe (9038954000); Soulsby, Christopher (7005620600); Kleinschmit, Birgit (14321990600)","57210959056; 57211522446; 9038954000; 7005620600; 14321990600","Assessment of evapotranspiration from urban vegetation across space and time: A case study in Berlin","2019","2019 10th International Workshop on the Analysis of Multitemporal Remote Sensing Images, MultiTemp 2019","","","8866903","","","","7","10.1109/Multi-Temp.2019.8866903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074272738&doi=10.1109%2fMulti-Temp.2019.8866903&partnerID=40&md5=774e84478ca3198197b47358b84b90f6","Conference paper","Final","","Scopus","2-s2.0-85074272738"
"Cao B.; Domke G.M.; Russell M.B.; Walters B.F.","Cao, Baijing (55361158100); Domke, Grant M. (15764524400); Russell, Matthew B. (26435507100); Walters, Brian F. (55224932900)","55361158100; 15764524400; 26435507100; 55224932900","Spatial modeling of litter and soil carbon stocks on forest land in the conterminous United States","2019","Science of the Total Environment","654","","","94","106","12","46","10.1016/j.scitotenv.2018.10.359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056446361&doi=10.1016%2fj.scitotenv.2018.10.359&partnerID=40&md5=571e1c9a7184c2a9bb94983b6196c791","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85056446361"
"Jia S.; Li H.; Wu X.; Li Q.","Jia, Shengyao (55823689200); Li, Hongyang (36183867700); Wu, Xia (58838237400); Li, Qing (55557727800)","55823689200; 36183867700; 58838237400; 55557727800","Laboratory-based hyperspectral image analysis for the classification of soil texture","2019","Journal of Applied Remote Sensing","13","4","046508","","","","9","10.1117/1.JRS.13.046508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077781199&doi=10.1117%2f1.JRS.13.046508&partnerID=40&md5=5c73e7263d34b083d5d4535cc5ce94b8","Article","Final","","Scopus","2-s2.0-85077781199"
"Carreno-Luengo H.; Luzi G.; Crosetto M.","Carreno-Luengo, Hugo (54880607500); Luzi, Guido (7006020032); Crosetto, Michele (8693560400)","54880607500; 7006020032; 8693560400","Effects of Rough Topography in GNSS-R: A Parametric Study Based on a Digital Elevation Model","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8898381","8663","8666","3","3","10.1109/IGARSS.2019.8898381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077697998&doi=10.1109%2fIGARSS.2019.8898381&partnerID=40&md5=c37e7a55beaa7f13db668359da201a5b","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85077697998"
"Cramer M.D.; Power S.C.; Belev A.; Gillson L.; Bond W.J.; Hoffman M.T.; Hedin L.O.","Cramer, Michael D. (7102304265); Power, Simon C. (36465624900); Belev, Anastas (57204421657); Gillson, Lindsey (6602665508); Bond, William J. (56522583600); Hoffman, Michael T. (7403154726); Hedin, Lars O. (7004411995)","7102304265; 36465624900; 57204421657; 6602665508; 56522583600; 7403154726; 7004411995","Are forest-shrubland mosaics of the Cape Floristic Region an example of alternate stable states?","2019","Ecography","42","4","","717","729","12","25","10.1111/ecog.03860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055507211&doi=10.1111%2fecog.03860&partnerID=40&md5=a3bc1b04e9d1b0bca923f18e394176dd","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85055507211"
"Hill M.J.; Millington A.; Lemons R.; New C.","Hill, Michael J. (7404447429); Millington, Andrew (7004916396); Lemons, Rebecca (59039083200); New, Cherie (55440822700)","7404447429; 7004916396; 59039083200; 55440822700","Functional phenology of a texas post oak savanna from a CHRIS PROBA time series","2019","Remote Sensing","11","20","2388","","","","5","10.3390/rs11202388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074196596&doi=10.3390%2frs11202388&partnerID=40&md5=66988916022f8ccdda4d8ae87fd60457","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85074196596"
"Chaparro D.; Duveiller G.; Piles M.; Cescatti A.; Vall-llossera M.; Camps A.; Entekhabi D.","Chaparro, D. (56189450300); Duveiller, Grégory (23970165000); Piles, M. (57202227784); Cescatti, Alessandro (6602126569); Vall-llossera, Mercè (6602926234); Camps, Adriano (7005018006); Entekhabi, Dara (35517567400)","56189450300; 23970165000; 57202227784; 6602126569; 6602926234; 7005018006; 35517567400","Sensitivity of L-band vegetation optical depth to carbon stocks in tropical forests: a comparison to higher frequencies and optical indices","2019","Remote Sensing of Environment","232","","111303","","","","49","10.1016/j.rse.2019.111303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069945284&doi=10.1016%2fj.rse.2019.111303&partnerID=40&md5=3984128e3781fa6e4358289b9169a029","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85069945284"
"Regmi N.R.; McDonald E.V.; Rasmussen C.","Regmi, Netra R. (35113925500); McDonald, Eric V. (7101874078); Rasmussen, Craig (36669226400)","35113925500; 7101874078; 36669226400","Hillslope response under variable microclimate","2019","Earth Surface Processes and Landforms","44","13","","2615","2627","12","12","10.1002/esp.4686","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070289612&doi=10.1002%2fesp.4686&partnerID=40&md5=af2880d5e9db3ea2e9ed584d50c9782e","Article","Final","","Scopus","2-s2.0-85070289612"
"Poděbradská M.; Wylie B.K.; Hayes M.J.; Wardlow B.D.; Bathke D.J.; Bliss N.B.; Dahal D.","Poděbradská, Markéta (57201279681); Wylie, Bruce K. (7005861597); Hayes, Michael J. (7402680580); Wardlow, Brian D. (6505786772); Bathke, Deborah J. (14017875600); Bliss, Norman B. (6603576856); Dahal, Devendra (54583393400)","57201279681; 7005861597; 7402680580; 6505786772; 14017875600; 6603576856; 54583393400","Monitoring drought impact on annual forage production in semi-arid grasslands: A case study of Nebraska sandhills","2019","Remote Sensing","11","18","2106","","","","16","10.3390/rs11182106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072644515&doi=10.3390%2frs11182106&partnerID=40&md5=f7892160bf2ea698b7c5858ddf057a76","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85072644515"
"Abdi O.","Abdi, Omid (57194387916)","57194387916","Climate-triggered insect defoliators and forest fires using multitemporal landsat and terraclimate data in NE Iran: An application of GEOBIA treenet and panel data analysis","2019","Sensors (Switzerland)","19","18","3965","","","","21","10.3390/s19183965","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072531913&doi=10.3390%2fs19183965&partnerID=40&md5=232f89657c77dd0eaf837b256f78cac1","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85072531913"
"Akumu C.E.; Baldwin K.; Dennis S.","Akumu, C.E. (35386227500); Baldwin, K. (7202015608); Dennis, S. (16416799300)","35386227500; 7202015608; 16416799300","GIS-based modeling of forest soil moisture regime classes: Using Rinker Lake in northwestern Ontario, Canada as a case study","2019","Geoderma","351","","","25","35","10","14","10.1016/j.geoderma.2019.05.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065823904&doi=10.1016%2fj.geoderma.2019.05.014&partnerID=40&md5=6b2585b65c45a559fb38d6d5dbf77e51","Article","Final","","Scopus","2-s2.0-85065823904"
"Welsh C.; Smith D.J.; Coulthard B.","Welsh, Cedar (57191534070); Smith, Dan J. (57207868267); Coulthard, Bethany (55533990100)","57191534070; 57207868267; 55533990100","Tree-ring records unveil long-term influence of the Pacific Decadal Oscillation on snowpack dynamics in the Stikine River basin, northern British Columbia","2019","Hydrological Processes","33","5","","720","736","16","8","10.1002/hyp.13357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060328344&doi=10.1002%2fhyp.13357&partnerID=40&md5=66d39b488d948470178322d2fac7ce13","Article","Final","","Scopus","2-s2.0-85060328344"
"Gustin O.; Aji S.B.; Roziqin A.; Panjaitan R.","Gustin, Oktavianto (57220337878); Aji, Satriya Bayu (57219775490); Roziqin, Arif (57205610459); Panjaitan, Roida (57219779831)","57220337878; 57219775490; 57205610459; 57219779831","Mapping and Estimating Batam Forest Area Moisture Based on Landsat Image Using TVDI Algorithm","2019","Proceedings of the 2019 2nd International Conference on Applied Engineering, ICAE 2019","","","9221715","","","","1","10.1109/ICAE47758.2019.9221715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095418171&doi=10.1109%2fICAE47758.2019.9221715&partnerID=40&md5=ef4fd7da31efa25fa32d22bbb43e7b53","Conference paper","Final","","Scopus","2-s2.0-85095418171"
"Chai X.; Shi P.; Song M.; Zong N.; He Y.; Zhao G.; Zhang X.","Chai, Xi (56921385100); Shi, Peili (55744406100); Song, Minghua (8888897100); Zong, Ning (55653549400); He, Yongtao (55430572500); Zhao, Guangshai (55205944500); Zhang, Xianzhou (55715173900)","56921385100; 55744406100; 8888897100; 55653549400; 55430572500; 55205944500; 55715173900","Carbon flux phenology and net ecosystem productivity simulated by a bioclimatic index in an alpine steppe-meadow on the Tibetan Plateau","2019","Ecological Modelling","394","","","66","75","9","18","10.1016/j.ecolmodel.2018.12.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060258437&doi=10.1016%2fj.ecolmodel.2018.12.024&partnerID=40&md5=95306353688e6a4da4e0ad84fa85915b","Article","Final","","Scopus","2-s2.0-85060258437"
"Kyongho S.; Tague C.","Kyongho, Son (57190950193); Tague, Christina (6602800273)","57190950193; 6602800273","A top–down soil moisture and sap flux sampling design of a rain–snow transition mountain watershed","2019","Hydrological Processes","33","11","","1553","1568","15","3","10.1002/hyp.13421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063251716&doi=10.1002%2fhyp.13421&partnerID=40&md5=8855ba67b856fcd8b52596f992ddc4bb","Article","Final","","Scopus","2-s2.0-85063251716"
"Wicaksono K.S.; Suratman; Suharyadi; Murti Bs S.H.","Wicaksono, K.S. (57194573607); Suratman (53464247400); Suharyadi (57208470361); Murti Bs, S.H. (57193140660)","57194573607; 53464247400; 57208470361; 57193140660","The Use of DEM to Delineate Spatial Variability of Soil Nutrient Content in Apple Orchard Batu City, East Java Province, Indonesia","2019","IOP Conference Series: Earth and Environmental Science","256","1","012019","","","","3","10.1088/1755-1315/256/1/012019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067826327&doi=10.1088%2f1755-1315%2f256%2f1%2f012019&partnerID=40&md5=bb68fac74e7f510bfd0e81ae8c7e7762","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85067826327"
